ID Log,Timestamp,Server ID,CPU Usage (%),Memory Usage (%),Disk Usage (%),Response Time (ms),Error Code,Status Layanan
LOG0601,2025-07-09 00:25,SRV011,46.56,44.59,2.25,605.27,404.0,Down
LOG0602,2025-07-17 22:23,SRV001,55.59,85.39,72.35,395.95,503.0,Normal
LOG0603,2025-06-04 20:29,SRV006,65.88,50.29,1.55,366.4,503.0,Normal
LOG0604,2025-07-22 18:46,SRV007,32.03,63.2,82.8,800.58,404.0,Down
LOG0605,2025-06-20 19:17,SRV014,12.94,33.26,68.6,777.39,404.0,Timeout
LOG0606,2025-07-05 05:17,SRV018,94.79,90.1,21.72,864.62,503.0,Degraded
LOG0607,2025-06-14 10:30,SRV015,61.84,24.83,20.42,860.14,404.0,Timeout
LOG0608,2025-07-13 08:59,SRV001,61.59,49.87,41.22,198.81,502.0,Degraded
LOG0609,2025-07-19 03:21,SRV017,99.99,24.23,96.45,66.36,503.0,Timeout
LOG0610,2025-06-14 22:01,SRV003,21.23,64.16,42.06,583.1,404.0,Timeout
LOG0611,2025-06-07 11:15,SRV016,25.08,37.04,29.43,208.15,404.0,Normal
LOG0612,2025-07-05 19:53,SRV011,97.7,32.52,36.37,308.37,404.0,Timeout
LOG0613,2025-06-07 05:02,SRV002,81.24,80.68,30.68,514.65,503.0,Normal
LOG0614,2025-06-09 01:11,SRV015,68.65,76.11,61.63,881.38,504.0,Down
LOG0615,2025-06-13 19:27,SRV006,47.54,85.14,17.56,91.76,504.0,Normal
LOG0616,2025-06-13 04:34,SRV017,19.77,54.77,5.46,389.25,500.0,Normal
LOG0617,2025-07-08 03:29,SRV006,79.73,10.75,80.07,156.02,200.0,Timeout
LOG0618,2025-06-12 23:01,SRV015,89.68,30.53,58.73,787.77,504.0,Normal
LOG0619,2025-07-28 04:01,SRV019,4.43,5.91,13.06,55.06,502.0,Degraded
LOG0620,2025-07-08 01:11,SRV014,30.47,30.69,35.5,86.04,502.0,Timeout
LOG0621,2025-07-09 04:19,SRV015,44.87,48.87,93.88,631.09,200.0,Timeout
LOG0622,2025-06-08 14:50,SRV016,81.21,6.6,63.56,300.5,503.0,Degraded
LOG0623,2025-06-15 03:05,SRV007,92.56,74.39,93.58,830.67,200.0,Normal
LOG0624,2025-07-27 18:40,SRV005,55.63,80.18,59.97,918.12,500.0,Down
LOG0625,2025-07-03 05:51,SRV013,27.62,40.97,85.01,449.5,500.0,Normal
LOG0626,2025-07-25 06:01,SRV005,85.65,24.24,62.24,515.05,404.0,Down
LOG0627,2025-06-19 06:31,SRV005,19.24,35.39,66.49,808.02,503.0,Down
LOG0628,2025-07-07 15:33,SRV014,96.28,37.5,65.43,286.55,504.0,Normal
LOG0629,2025-06-26 14:09,SRV019,79.16,47.84,32.85,718.47,503.0,Degraded
LOG0630,2025-06-03 01:10,SRV009,55.63,69.33,90.38,466.41,502.0,Degraded
LOG0631,2025-06-26 14:34,SRV009,35.74,41.61,45.51,400.43,504.0,Timeout
LOG0632,2025-06-14 14:59,SRV019,88.49,64.74,11.44,117.69,500.0,Down
LOG0633,2025-07-16 08:16,SRV002,79.22,39.14,36.85,733.01,504.0,Timeout
LOG0634,2025-07-13 20:41,SRV011,10.51,21.36,78.8,322.19,200.0,Normal
LOG0635,2025-06-19 18:15,SRV018,35.17,3.81,69.03,673.05,502.0,Timeout
LOG0636,2025-06-25 19:40,SRV015,61.29,66.98,47.41,399.19,503.0,Degraded
LOG0637,2025-06-13 09:55,SRV007,70.67,10.62,9.79,595.93,504.0,Normal
LOG0638,2025-07-01 06:53,SRV020,16.4,82.53,96.46,590.88,500.0,Timeout
LOG0639,2025-06-20 22:13,SRV006,30.6,93.85,95.86,75.14,503.0,Normal
LOG0640,2025-07-19 06:42,SRV006,63.66,34.45,79.34,64.99,500.0,Normal
LOG0641,2025-07-12 12:11,SRV001,54.88,48.37,70.14,302.47,503.0,Down
LOG0642,2025-06-28 22:58,SRV008,92.49,77.55,43.87,397.8,404.0,Normal
LOG0643,2025-07-29 02:02,SRV007,5.44,11.07,35.33,964.81,503.0,Normal
LOG0644,2025-07-14 13:27,SRV019,8.18,61.97,38.29,279.11,504.0,Down
LOG0645,2025-07-16 15:59,SRV008,83.1,48.46,44.68,102.73,502.0,Timeout
LOG0646,2025-06-08 22:56,SRV004,40.86,16.93,90.2,997.46,404.0,Down
LOG0647,2025-06-30 13:27,SRV018,89.9,76.55,6.23,252.49,502.0,Normal
LOG0648,2025-07-06 10:42,SRV016,20.47,30.45,28.9,693.69,503.0,Timeout
LOG0649,2025-06-01 04:50,SRV019,6.57,30.79,68.7,158.75,504.0,Degraded
LOG0650,2025-06-29 19:10,SRV003,6.07,47.56,14.4,722.89,502.0,Normal
LOG0651,2025-07-10 14:56,SRV002,91.56,78.43,10.03,787.66,500.0,Degraded
LOG0652,2025-06-17 02:43,SRV004,89.56,76.35,17.67,740.85,502.0,Down
LOG0653,2025-06-19 03:35,SRV018,68.29,29.7,22.61,890.9,504.0,Normal
LOG0654,2025-06-30 10:21,SRV016,77.63,81.85,26.35,891.6,404.0,Degraded
LOG0655,2025-06-05 01:35,SRV013,55.49,9.19,9.7,314.1,504.0,Timeout
LOG0656,2025-07-03 19:06,SRV017,68.77,69.4,80.1,684.22,500.0,Timeout
LOG0657,2025-07-09 05:39,SRV004,85.55,10.36,11.47,951.89,502.0,Degraded
LOG0658,2025-07-27 03:55,SRV013,37.97,10.39,55.26,390.2,200.0,Normal
LOG0659,2025-07-16 00:04,SRV011,29.74,9.58,8.56,840.6,500.0,Down
LOG0660,2025-06-25 09:21,SRV018,22.21,54.95,18.26,519.64,404.0,Normal
LOG0661,2025-07-10 04:06,SRV003,74.28,59.28,21.5,936.79,502.0,Timeout
LOG0662,2025-07-15 20:48,SRV006,24.32,8.54,87.12,891.68,502.0,Timeout
LOG0663,2025-06-12 17:49,SRV011,36.12,11.83,27.31,738.9,504.0,Degraded
LOG0664,2025-07-29 01:02,SRV015,88.49,5.38,13.21,527.52,500.0,Degraded
LOG0665,2025-06-08 01:05,SRV010,2.75,17.0,47.58,782.74,504.0,Timeout
LOG0666,2025-06-25 21:17,SRV020,87.66,62.78,50.24,789.71,503.0,Normal
LOG0667,2025-06-26 17:34,SRV002,13.44,45.7,92.99,61.0,503.0,Degraded
LOG0668,2025-06-12 14:03,SRV005,87.28,19.25,59.46,154.0,404.0,Down
LOG0669,2025-07-29 07:10,SRV008,8.19,10.27,4.67,804.69,504.0,Timeout
LOG0670,2025-07-30 21:30,SRV010,99.85,36.75,7.24,121.37,504.0,Normal
LOG0671,2025-07-09 10:30,SRV011,43.82,68.78,76.23,545.64,500.0,Degraded
LOG0672,2025-06-12 13:36,SRV005,39.39,60.89,47.96,344.91,500.0,Degraded
LOG0673,2025-07-27 03:29,SRV005,62.09,63.56,71.99,981.87,504.0,Down
LOG0674,2025-06-06 07:20,SRV001,89.01,22.49,2.23,684.89,200.0,Timeout
LOG0675,2025-07-19 02:32,SRV006,10.77,51.47,39.09,743.94,504.0,Down
LOG0676,2025-07-10 16:05,SRV001,48.72,88.57,15.33,503.89,500.0,Timeout
LOG0677,2025-06-12 14:55,SRV006,46.28,71.89,10.3,188.08,200.0,Normal
LOG0678,2025-07-13 11:44,SRV020,83.65,84.38,46.48,281.61,502.0,Timeout
LOG0679,2025-06-15 19:46,SRV007,8.55,8.64,69.83,572.69,500.0,Timeout
LOG0680,2025-07-26 01:13,SRV016,92.96,49.88,59.3,655.03,503.0,Normal
LOG0681,2025-06-25 12:42,SRV017,77.32,3.65,64.24,920.2,500.0,Normal
LOG0682,2025-07-07 04:37,SRV014,39.9,71.37,95.05,598.22,200.0,Degraded
LOG0683,2025-07-17 02:49,SRV015,52.76,30.51,83.99,432.83,503.0,Normal
LOG0684,2025-06-19 11:28,SRV001,71.44,4.68,28.31,162.89,504.0,Normal
LOG0685,2025-07-06 08:31,SRV020,43.05,14.08,77.1,235.69,200.0,Normal
LOG0686,2025-07-26 08:50,SRV005,45.35,37.18,67.36,249.81,404.0,Down
LOG0687,2025-07-04 14:43,SRV009,72.22,26.9,26.69,953.68,500.0,Timeout
LOG0688,2025-06-12 05:06,SRV001,56.04,94.0,27.63,860.3,504.0,Normal
LOG0689,2025-06-12 23:31,SRV005,30.17,95.73,87.82,923.28,502.0,Normal
LOG0690,2025-06-21 21:59,SRV020,57.97,31.77,31.04,290.89,504.0,Degraded
LOG0691,2025-07-17 03:15,SRV007,45.96,11.44,55.17,788.07,504.0,Down
LOG0692,2025-07-07 11:17,SRV013,38.53,81.75,67.63,838.92,500.0,Down
LOG0693,2025-06-09 11:01,SRV004,41.67,99.27,1.01,972.34,200.0,Timeout
LOG0694,2025-07-08 11:56,SRV008,62.5,3.01,92.78,724.92,502.0,Timeout
LOG0695,2025-06-23 02:26,SRV003,62.11,89.88,80.88,102.26,200.0,Down
LOG0696,2025-07-18 10:08,SRV019,55.01,71.18,76.74,827.75,503.0,Down
LOG0697,2025-06-15 01:16,SRV017,72.43,69.73,83.96,428.34,503.0,Normal
LOG0698,2025-07-24 19:07,SRV002,9.42,65.88,44.29,630.54,200.0,Normal
LOG0699,2025-07-24 18:58,SRV004,47.55,1.83,66.32,862.92,502.0,Normal
LOG0700,2025-07-07 22:19,SRV002,13.02,34.66,27.0,814.38,500.0,Normal
LOG0701,2025-07-05 22:57,SRV008,63.85,45.02,96.66,838.88,502.0,Normal
LOG0702,2025-07-12 23:42,SRV019,16.25,11.15,31.96,83.75,502.0,Degraded
LOG0703,2025-06-21 14:01,SRV020,71.59,88.55,11.91,654.25,200.0,Normal
LOG0704,2025-06-24 22:55,SRV012,17.93,55.49,2.53,70.88,200.0,Down
LOG0705,2025-06-30 01:59,SRV017,73.18,17.1,10.29,325.95,504.0,Degraded
LOG0706,2025-07-18 04:14,SRV008,7.38,81.27,96.57,593.77,404.0,Timeout
LOG0707,2025-06-04 20:27,SRV017,21.14,61.37,82.11,538.12,504.0,Down
LOG0708,2025-07-14 15:52,SRV011,9.56,30.73,22.71,176.64,502.0,Degraded
LOG0709,2025-06-14 16:49,SRV016,17.49,48.97,99.53,120.21,504.0,Normal
LOG0710,2025-07-16 09:11,SRV003,61.05,75.62,39.24,626.08,200.0,Timeout
LOG0711,2025-07-01 02:12,SRV020,11.61,32.98,87.3,70.19,500.0,Degraded
LOG0712,2025-07-19 04:27,SRV007,80.4,34.37,79.4,643.12,504.0,Degraded
LOG0713,2025-06-20 22:18,SRV013,76.86,29.98,69.3,554.01,502.0,Timeout
LOG0714,2025-07-16 19:57,SRV008,89.12,21.74,34.46,594.28,500.0,Down
LOG0715,2025-07-07 04:37,SRV012,45.17,64.31,3.84,275.24,500.0,Timeout
LOG0716,2025-07-04 04:58,SRV012,42.79,13.66,86.77,424.19,404.0,Degraded
LOG0717,2025-06-20 11:54,SRV012,48.24,19.85,20.81,438.66,200.0,Timeout
LOG0718,2025-06-02 03:44,SRV009,89.83,36.89,15.65,590.75,404.0,Down
LOG0719,2025-07-04 12:20,SRV002,35.04,93.82,65.85,536.28,503.0,Degraded
LOG0720,2025-07-27 21:19,SRV008,99.35,22.59,43.63,610.3,200.0,Down
LOG0721,2025-06-12 07:57,SRV011,94.94,74.81,68.93,375.39,404.0,Down
LOG0722,2025-07-01 00:15,SRV020,20.26,24.69,8.43,222.31,200.0,Normal
LOG0723,2025-06-28 11:29,SRV008,18.95,73.24,30.49,726.12,404.0,Degraded
LOG0724,2025-07-24 04:55,SRV016,74.59,56.86,84.68,299.39,503.0,Degraded
LOG0725,2025-06-30 14:05,SRV016,2.0,27.39,85.83,559.45,200.0,Timeout
LOG0726,2025-06-01 06:10,SRV011,10.38,41.0,29.21,397.15,500.0,Timeout
LOG0727,2025-07-02 15:08,SRV009,28.67,75.56,77.24,51.37,502.0,Timeout
LOG0728,2025-07-02 21:43,SRV010,38.46,29.33,7.6,668.88,504.0,Down
LOG0729,2025-07-08 06:55,SRV019,2.37,9.0,91.95,352.75,503.0,Degraded
LOG0730,2025-07-18 14:39,SRV007,90.2,77.42,74.24,949.3,502.0,Normal
LOG0731,2025-06-04 02:05,SRV011,12.37,47.28,12.89,887.59,503.0,Timeout
LOG0732,2025-07-10 12:34,SRV013,22.53,26.53,77.98,140.35,500.0,Down
LOG0733,2025-07-14 15:00,SRV020,73.16,64.16,85.95,396.25,200.0,Normal
LOG0734,2025-07-26 16:20,SRV003,73.05,54.88,1.55,321.94,500.0,Degraded
LOG0735,2025-07-21 19:01,SRV014,95.93,55.69,89.55,227.26,200.0,Normal
LOG0736,2025-06-27 21:12,SRV010,95.7,30.92,41.97,276.61,404.0,Normal
LOG0737,2025-06-25 03:29,SRV003,20.63,65.6,93.86,396.63,504.0,Down
LOG0738,2025-07-14 05:08,SRV015,93.94,21.04,79.25,462.09,504.0,Degraded
LOG0739,2025-06-04 23:27,SRV013,18.77,35.6,21.99,253.42,500.0,Down
LOG0740,2025-07-29 21:29,SRV006,30.53,38.55,33.0,922.49,500.0,Degraded
LOG0741,2025-06-02 07:48,SRV005,20.56,44.53,19.69,589.77,503.0,Down
LOG0742,2025-06-16 17:20,SRV015,68.22,56.23,99.77,670.35,500.0,Degraded
LOG0743,2025-06-17 06:39,SRV007,24.66,42.49,82.22,947.89,200.0,Degraded
LOG0744,2025-07-16 20:03,SRV006,78.04,55.86,40.47,532.24,504.0,Down
LOG0745,2025-06-20 07:30,SRV006,97.91,26.81,52.01,308.05,404.0,Down
LOG0746,2025-06-25 04:55,SRV016,46.27,93.83,93.19,671.2,200.0,Normal
LOG0747,2025-07-29 04:00,SRV001,83.01,22.84,98.47,120.16,503.0,Down
LOG0748,2025-07-29 21:46,SRV008,72.85,99.4,51.83,976.21,500.0,Timeout
LOG0749,2025-06-22 07:05,SRV017,68.05,97.87,51.63,579.78,502.0,Normal
LOG0750,2025-06-05 13:10,SRV003,58.4,80.21,79.76,765.57,500.0,Down
LOG0751,2025-06-05 10:00,SRV014,2.79,13.24,26.95,53.69,503.0,Normal
LOG0752,2025-06-02 10:38,SRV002,45.72,58.59,55.68,645.42,504.0,Down
LOG0753,2025-06-03 20:14,SRV016,83.6,77.89,54.97,911.08,503.0,Normal
LOG0754,2025-07-19 20:07,SRV012,95.65,6.38,36.85,775.02,504.0,Normal
LOG0755,2025-06-07 04:25,SRV013,26.48,60.99,74.52,101.51,200.0,Timeout
LOG0756,2025-07-08 01:48,SRV013,80.36,55.44,81.48,216.39,504.0,Timeout
LOG0757,2025-07-25 20:22,SRV012,54.8,96.75,87.46,644.69,404.0,Normal
LOG0758,2025-06-02 23:49,SRV019,16.38,87.67,24.0,698.96,500.0,Down
LOG0759,2025-06-10 20:23,SRV010,18.78,93.52,12.82,673.45,502.0,Timeout
LOG0760,2025-06-11 15:27,SRV013,84.47,79.1,72.75,509.68,500.0,Timeout
LOG0761,2025-06-20 02:47,SRV005,27.4,20.61,93.54,201.91,503.0,Normal
LOG0762,2025-07-13 20:59,SRV007,27.93,67.03,47.26,205.11,504.0,Down
LOG0763,2025-06-10 17:37,SRV018,33.59,7.57,83.42,854.13,404.0,Timeout
LOG0764,2025-07-08 05:00,SRV001,80.7,36.9,19.1,206.78,500.0,Degraded
LOG0765,2025-06-07 20:09,SRV003,79.51,21.3,65.29,362.09,200.0,Degraded
LOG0766,2025-06-24 01:45,SRV007,15.83,14.23,77.71,280.08,404.0,Down
LOG0767,2025-06-29 22:01,SRV020,79.43,41.56,61.34,359.03,502.0,Normal
LOG0768,2025-06-09 04:06,SRV020,60.19,5.21,31.24,777.48,500.0,Normal
LOG0769,2025-06-28 18:00,SRV004,41.14,54.45,63.79,369.01,504.0,Degraded
LOG0770,2025-06-20 20:51,SRV020,53.31,1.16,62.17,429.1,500.0,Down
LOG0771,2025-06-04 07:24,SRV016,67.8,53.85,62.95,216.91,502.0,Normal
LOG0772,2025-07-11 18:18,SRV014,10.11,41.38,94.17,442.91,503.0,Timeout
LOG0773,2025-06-01 03:04,SRV001,48.68,82.38,77.52,886.14,504.0,Timeout
LOG0774,2025-06-03 03:56,SRV002,51.53,28.36,57.97,634.12,502.0,Down
LOG0775,2025-07-04 13:03,SRV004,82.14,12.12,86.56,330.24,200.0,Degraded
LOG0776,2025-06-24 09:58,SRV005,69.67,64.17,62.69,739.0,502.0,Timeout
LOG0777,2025-07-14 06:53,SRV003,7.3,83.67,23.29,648.12,404.0,Timeout
LOG0778,2025-06-02 03:55,SRV011,38.5,12.36,98.52,99.5,502.0,Down
LOG0779,2025-07-01 16:01,SRV018,67.05,20.19,41.16,227.18,404.0,Normal
LOG0780,2025-07-05 22:44,SRV003,3.91,54.39,23.56,336.69,503.0,Normal
LOG0781,2025-06-10 00:02,SRV004,1.12,30.05,69.53,559.01,502.0,Down
LOG0782,2025-07-14 09:23,SRV017,39.03,33.3,59.98,405.96,503.0,Timeout
LOG0783,2025-07-27 01:47,SRV007,46.39,11.47,93.75,405.4,503.0,Timeout
LOG0784,2025-06-19 20:55,SRV015,69.49,79.46,88.28,215.93,200.0,Down
LOG0785,2025-06-25 21:44,SRV014,33.56,31.69,49.03,590.12,500.0,Normal
LOG0786,2025-07-02 15:32,SRV006,27.33,90.55,91.67,830.97,500.0,Normal
LOG0787,2025-06-23 04:00,SRV003,77.85,37.84,87.59,648.52,503.0,Timeout
LOG0788,2025-07-15 15:30,SRV009,85.03,43.53,76.94,227.02,404.0,Down
LOG0789,2025-07-27 12:39,SRV008,32.94,94.44,62.24,379.05,200.0,Normal
LOG0790,2025-06-07 15:49,SRV015,89.99,98.78,57.45,223.59,200.0,Normal
LOG0791,2025-06-14 20:15,SRV005,5.1,51.23,84.76,507.17,404.0,Timeout
LOG0792,2025-07-27 06:24,SRV020,32.89,21.77,29.23,627.91,200.0,Down
LOG0793,2025-06-18 03:12,SRV013,19.18,97.11,33.92,333.27,200.0,Degraded
LOG0794,2025-06-26 21:14,SRV004,63.92,36.33,13.08,199.04,200.0,Timeout
LOG0795,2025-06-03 03:16,SRV018,13.12,59.91,34.38,781.4,502.0,Normal
LOG0796,2025-06-21 01:28,SRV009,42.38,39.05,6.02,498.28,404.0,Timeout
LOG0797,2025-07-09 12:22,SRV005,56.68,67.95,39.31,181.22,404.0,Normal
LOG0798,2025-07-04 09:09,SRV012,77.65,97.02,53.44,363.77,500.0,Down
LOG0799,2025-06-10 13:57,SRV008,93.16,58.06,12.26,920.37,504.0,Timeout
LOG0800,2025-06-12 14:01,SRV019,17.27,28.35,70.76,617.92,500.0,Normal
LOG0801,2025-06-16 00:38,SRV011,5.93,34.17,97.66,727.24,503.0,Down
LOG0802,2025-06-20 10:39,SRV008,80.76,57.66,71.73,825.57,200.0,Down
LOG0803,2025-07-03 19:11,SRV019,38.36,60.33,55.85,660.21,503.0,Timeout
LOG0804,2025-06-24 08:46,SRV009,1.02,33.54,13.4,863.55,500.0,Timeout
LOG0805,2025-07-07 03:26,SRV005,75.97,48.86,96.37,537.66,500.0,Degraded
LOG0806,2025-06-23 21:37,SRV014,95.25,83.43,26.97,589.42,500.0,Normal
LOG0807,2025-07-30 16:50,SRV010,8.86,88.26,89.14,883.54,500.0,Timeout
LOG0808,2025-07-11 09:18,SRV017,29.62,27.26,40.65,454.58,502.0,Down
LOG0809,2025-06-12 20:58,SRV005,33.94,59.99,29.89,210.13,502.0,Down
LOG0810,2025-07-27 02:36,SRV003,83.72,17.92,47.09,309.87,500.0,Degraded
LOG0811,2025-07-05 16:30,SRV003,24.52,23.66,97.97,515.54,200.0,Timeout
LOG0812,2025-07-17 16:40,SRV019,69.15,50.54,36.88,655.68,200.0,Degraded
LOG0813,2025-07-12 13:31,SRV015,19.97,75.88,28.07,985.27,404.0,Timeout
LOG0814,2025-06-09 11:07,SRV020,89.16,43.71,78.55,979.14,500.0,Degraded
LOG0815,2025-07-05 05:30,SRV006,69.86,1.46,36.57,536.53,500.0,Down
LOG0816,2025-07-09 02:11,SRV009,71.36,38.5,63.68,636.48,502.0,Timeout
LOG0817,2025-07-05 13:46,SRV014,35.16,54.45,43.53,137.04,500.0,Down
LOG0818,2025-06-05 18:34,SRV012,9.38,12.79,72.33,187.48,502.0,Normal
LOG0819,2025-07-22 15:35,SRV007,57.42,63.2,60.96,710.72,404.0,Down
LOG0820,2025-06-27 09:07,SRV004,69.1,79.4,64.8,390.78,500.0,Down
LOG0821,2025-06-11 04:32,SRV009,51.94,69.24,32.36,125.49,200.0,Degraded
LOG0822,2025-07-20 00:46,SRV009,64.68,32.49,82.85,953.7,502.0,Degraded
LOG0823,2025-06-18 10:17,SRV012,51.32,55.06,35.83,567.48,404.0,Timeout
LOG0824,2025-06-24 21:39,SRV012,53.24,33.41,49.76,699.85,500.0,Degraded
LOG0825,2025-07-18 03:14,SRV015,34.51,22.87,25.55,96.36,502.0,Degraded
LOG0826,2025-06-24 13:00,SRV018,66.97,62.61,33.74,427.18,502.0,Normal
LOG0827,2025-07-06 23:39,SRV013,75.38,43.34,99.15,515.79,504.0,Timeout
LOG0828,2025-06-12 16:48,SRV004,21.61,65.69,7.85,470.07,502.0,Normal
LOG0829,2025-07-28 07:40,SRV005,4.13,37.34,73.45,299.77,502.0,Down
LOG0830,2025-07-03 04:15,SRV004,36.47,92.18,4.18,759.42,504.0,Degraded
LOG0831,2025-07-06 07:25,SRV005,8.42,96.9,65.2,696.42,200.0,Normal
LOG0832,2025-07-07 09:46,SRV005,95.36,62.82,43.99,371.55,500.0,Timeout
LOG0833,2025-06-01 18:49,SRV002,32.92,73.37,66.6,559.94,500.0,Down
LOG0834,2025-06-26 20:08,SRV019,47.14,40.79,32.23,974.58,404.0,Down
LOG0835,2025-07-02 06:48,SRV008,49.6,46.69,28.99,341.74,500.0,Degraded
LOG0836,2025-06-27 09:38,SRV007,80.12,45.46,84.96,981.05,502.0,Normal
LOG0837,2025-06-24 13:17,SRV003,51.93,94.59,22.73,227.49,500.0,Degraded
LOG0838,2025-06-17 20:14,SRV006,5.34,17.61,90.61,274.59,200.0,Timeout
LOG0839,2025-07-26 22:10,SRV016,52.54,33.0,86.04,900.44,503.0,Normal
LOG0840,2025-06-22 12:44,SRV003,11.93,79.18,71.15,65.17,503.0,Degraded
LOG0841,2025-06-25 02:00,SRV001,76.02,95.4,75.8,882.95,404.0,Down
LOG0842,2025-06-21 10:35,SRV010,7.23,6.35,21.89,596.47,404.0,Degraded
LOG0843,2025-07-03 08:43,SRV018,74.49,25.15,29.81,792.47,500.0,Down
LOG0844,2025-07-24 00:33,SRV019,7.56,96.62,87.27,238.74,500.0,Normal
LOG0845,2025-07-24 05:50,SRV009,54.92,4.46,46.07,291.64,503.0,Normal
LOG0846,2025-07-05 23:12,SRV012,98.71,22.66,75.96,234.77,503.0,Down
LOG0847,2025-07-12 20:07,SRV019,70.3,99.2,18.45,442.84,200.0,Degraded
LOG0848,2025-06-04 14:33,SRV012,68.77,75.74,58.58,820.6,503.0,Timeout
LOG0849,2025-07-03 19:39,SRV001,31.55,58.87,81.91,783.53,503.0,Timeout
LOG0850,2025-06-01 21:56,SRV011,92.93,71.6,98.87,525.99,500.0,Down
LOG0851,2025-07-16 13:19,SRV014,94.23,30.42,23.52,129.04,500.0,Timeout
LOG0852,2025-06-26 15:59,SRV010,91.38,53.94,59.3,662.06,504.0,Timeout
LOG0853,2025-07-07 08:42,SRV013,16.3,49.28,42.04,776.65,502.0,Down
LOG0854,2025-07-16 07:18,SRV005,89.99,33.17,64.25,58.87,503.0,Degraded
LOG0855,2025-07-20 15:05,SRV010,75.08,79.18,69.46,266.12,504.0,Down
LOG0856,2025-06-19 06:44,SRV012,84.33,49.87,40.59,522.25,502.0,Timeout
LOG0857,2025-06-03 04:50,SRV020,73.66,23.37,83.79,701.57,503.0,Down
LOG0858,2025-07-09 11:18,SRV019,10.16,48.08,15.84,227.47,502.0,Degraded
LOG0859,2025-06-25 21:46,SRV004,53.36,80.27,35.74,325.18,502.0,Down
LOG0860,2025-07-24 14:49,SRV020,69.37,55.57,36.44,472.6,502.0,Degraded
LOG0861,2025-06-23 12:25,SRV020,8.48,11.58,25.38,804.68,500.0,Normal
LOG0862,2025-06-02 23:47,SRV017,85.08,89.59,41.85,691.32,502.0,Timeout
LOG0863,2025-06-20 09:18,SRV010,98.48,10.24,53.69,528.76,500.0,Normal
LOG0864,2025-06-20 11:32,SRV008,1.14,44.34,89.39,302.17,404.0,Down
LOG0865,2025-06-09 12:54,SRV010,44.98,41.45,36.4,894.87,502.0,Degraded
LOG0866,2025-07-16 08:57,SRV012,30.58,92.95,6.01,547.56,502.0,Normal
LOG0867,2025-07-10 10:34,SRV004,28.01,26.08,35.71,274.65,404.0,Timeout
LOG0868,2025-07-07 19:34,SRV015,89.68,35.68,75.41,980.16,502.0,Degraded
LOG0869,2025-06-10 06:59,SRV008,11.39,79.75,30.09,158.75,500.0,Normal
LOG0870,2025-06-03 23:10,SRV011,18.17,67.92,18.64,507.95,504.0,Degraded
LOG0871,2025-06-12 06:58,SRV016,88.41,56.98,88.73,894.63,504.0,Degraded
LOG0872,2025-07-11 20:03,SRV015,27.83,2.22,82.16,586.95,504.0,Normal
LOG0873,2025-06-22 06:50,SRV018,8.08,95.57,29.55,831.73,500.0,Degraded
LOG0874,2025-07-08 16:48,SRV003,41.21,61.88,45.02,702.13,504.0,Down
LOG0875,2025-06-17 11:29,SRV001,48.91,67.12,80.39,488.67,500.0,Degraded
LOG0876,2025-06-14 12:13,SRV012,32.95,18.96,63.22,687.08,500.0,Normal
LOG0877,2025-07-09 08:44,SRV001,33.34,3.9,76.34,290.11,504.0,Timeout
LOG0878,2025-07-17 12:51,SRV013,33.72,70.06,85.69,334.69,404.0,Down
LOG0879,2025-07-18 04:02,SRV018,68.78,3.68,34.93,395.03,404.0,Timeout
LOG0880,2025-06-26 11:13,SRV013,69.35,68.85,17.56,494.79,504.0,Degraded
LOG0881,2025-06-29 16:10,SRV012,40.7,33.38,13.95,908.02,504.0,Degraded
LOG0882,2025-06-28 10:20,SRV015,60.86,32.3,32.31,895.25,500.0,Down
LOG0883,2025-07-16 15:32,SRV011,16.47,58.57,94.41,507.37,404.0,Normal
LOG0884,2025-07-16 03:56,SRV009,93.28,92.24,80.95,279.9,200.0,Timeout
LOG0885,2025-07-20 14:40,SRV004,21.98,64.85,16.94,58.98,503.0,Degraded
LOG0886,2025-06-29 10:26,SRV009,52.89,32.7,40.85,538.05,504.0,Timeout
LOG0887,2025-07-05 23:05,SRV010,46.01,87.32,69.61,242.56,200.0,Timeout
LOG0888,2025-07-26 10:40,SRV016,53.96,10.35,24.85,186.66,200.0,Timeout
LOG0889,2025-07-21 04:18,SRV009,27.44,25.68,37.92,157.11,500.0,Timeout
LOG0890,2025-07-26 01:58,SRV003,80.65,4.99,46.72,107.81,504.0,Degraded
LOG0891,2025-07-21 10:38,SRV015,62.31,41.15,28.6,805.19,503.0,Down
LOG0892,2025-07-16 16:09,SRV015,17.83,95.56,82.7,580.48,200.0,Timeout
LOG0893,2025-07-19 08:19,SRV015,27.34,69.46,10.87,531.31,502.0,Normal
LOG0894,2025-07-07 08:42,SRV008,14.39,77.26,62.71,513.58,404.0,Normal
LOG0895,2025-07-13 15:26,SRV010,56.34,36.62,62.38,198.94,200.0,Normal
LOG0896,2025-07-29 22:33,SRV015,51.15,1.67,92.02,697.98,502.0,Timeout
LOG0897,2025-07-13 20:05,SRV020,60.42,50.2,49.44,305.56,200.0,Normal
LOG0898,2025-06-18 21:47,SRV004,30.05,24.83,12.28,521.47,200.0,Normal
LOG0899,2025-07-24 12:50,SRV011,79.91,42.21,2.74,744.14,502.0,Down
LOG0900,2025-06-04 11:48,SRV014,18.86,95.26,72.8,603.41,404.0,Degraded
LOG0901,2025-06-12 12:25,SRV017,54.34,95.47,96.31,958.46,200.0,Degraded
