ID,Tanggal,Pelabuhan,Cuaca,Shift Kerja,Permintaan Barang (Kontainer),ETA (jam),Ketersediaan Armada
810,2025-07-21,Bitung,Hujan Ringan,Siang,148,22.29,198
811,2025-07-06,Tanjung Priok,Hujan Deras,Pagi,596,32.52,108
812,2025-06-25,Belawan,Badai,Malam,698,34.07,42
813,2025-06-15,Tanjung Priok,Badai,Malam,371,45.02,98
814,2025-07-27,Belawan,Berawan,Pagi,581,31.64,22
815,2025-07-16,Tanjung Perak,Hujan Ringan,Pagi,782,44.61,97
816,2025-07-16,Tanjung Perak,Hujan Ringan,Pagi,266,12.88,92
817,2025-06-28,Tanjung Perak,Hujan Ringan,Pagi,593,23.45,103
818,2025-06-22,Tanjung Perak,Hujan Ringan,Malam,654,48.15,172
819,2025-07-24,Makassar,Hujan Deras,Pagi,981,44.21,138
820,2025-06-17,Belawan,Hujan Deras,Siang,198,18.38,99
821,2025-07-13,Bitung,Badai,Malam,328,46.52,165
822,2025-07-13,Makassar,Hujan Deras,Malam,148,26.5,28
823,2025-07-17,Makassar,Hujan Ringan,Pagi,935,18.16,130
824,2025-07-09,Tanjung Priok,Berawan,Siang,795,47.06,76
825,2025-06-07,Bitung,Badai,Malam,618,48.85,53
826,2025-06-04,Belawan,Cerah,Siang,242,30.52,115
827,2025-07-02,Makassar,Hujan Deras,Pagi,387,30.79,194
828,2025-07-05,Tanjung Priok,Hujan Ringan,Malam,904,15.55,34
829,2025-06-08,Belawan,Hujan Ringan,Pagi,730,37.43,103
830,2025-07-01,Tanjung Priok,Cerah,Pagi,581,15.7,114
831,2025-07-24,Belawan,Cerah,Siang,105,23.48,148
832,2025-07-17,Makassar,Hujan Deras,Malam,832,34.56,53
833,2025-07-12,Bitung,Badai,Pagi,944,28.09,87
834,2025-07-16,Tanjung Perak,Badai,Pagi,874,38.68,79
835,2025-06-16,Tanjung Priok,Cerah,Siang,932,34.65,137
836,2025-06-02,Bitung,Hujan Ringan,Pagi,182,40.13,115
837,2025-07-04,Makassar,Berawan,Pagi,431,22.59,33
838,2025-07-09,Belawan,Hujan Deras,Siang,342,15.91,104
839,2025-07-29,Belawan,Berawan,Pagi,787,26.17,121
840,2025-06-29,Tanjung Perak,Cerah,Siang,317,46.63,42
841,2025-07-28,Belawan,Hujan Ringan,Siang,518,20.82,92
842,2025-07-14,Belawan,Berawan,Siang,150,12.22,101
843,2025-06-02,Belawan,Cerah,Siang,135,31.84,176
844,2025-07-30,Tanjung Perak,Berawan,Malam,236,34.16,186
845,2025-07-18,Tanjung Priok,Badai,Siang,516,29.78,171
846,2025-07-03,Tanjung Priok,Hujan Deras,Pagi,202,27.76,102
847,2025-06-13,Tanjung Perak,Cerah,Siang,820,37.39,178
848,2025-07-14,Bitung,Hujan Ringan,Pagi,349,19.84,89
849,2025-07-04,Tanjung Priok,Berawan,Malam,478,26.29,125
850,2025-07-08,Tanjung Priok,Badai,Malam,337,25.1,36
851,2025-07-22,Tanjung Priok,Hujan Ringan,Malam,465,46.73,165
852,2025-06-16,Belawan,Hujan Deras,Malam,279,16.55,31
853,2025-07-08,Bitung,Berawan,Malam,354,38.33,75
854,2025-07-07,Belawan,Berawan,Malam,325,47.4,183
855,2025-07-04,Tanjung Perak,Cerah,Malam,262,18.25,48
856,2025-07-20,Belawan,Hujan Deras,Siang,730,10.17,190
857,2025-06-03,Tanjung Perak,Berawan,Malam,268,29.01,187
858,2025-07-25,Tanjung Perak,Hujan Deras,Pagi,566,34.61,148
859,2025-06-21,Bitung,Berawan,Malam,677,14.31,115
860,2025-07-06,Makassar,Badai,Siang,913,24.25,193
861,2025-06-28,Belawan,Hujan Ringan,Pagi,509,35.66,192
862,2025-06-08,Tanjung Perak,Berawan,Siang,252,17.24,152
863,2025-06-20,Belawan,Hujan Deras,Siang,952,31.26,189
864,2025-07-26,Tanjung Priok,Cerah,Malam,564,46.67,143
865,2025-06-13,Makassar,Cerah,Pagi,801,44.1,200
866,2025-06-17,Belawan,Hujan Ringan,Malam,413,36.82,16
867,2025-07-19,Tanjung Perak,Berawan,Malam,728,33.75,88
868,2025-06-04,Tanjung Priok,Cerah,Malam,157,28.73,59
869,2025-06-08,Tanjung Perak,Berawan,Siang,414,24.97,88
870,2025-07-06,Belawan,Badai,Pagi,334,19.94,69
871,2025-06-06,Makassar,Badai,Malam,446,39.14,199
872,2025-06-01,Makassar,Berawan,Malam,582,28.97,100
873,2025-06-01,Tanjung Priok,Cerah,Malam,546,27.6,33
874,2025-06-05,Tanjung Perak,Badai,Malam,626,15.11,111
875,2025-07-25,Tanjung Priok,Hujan Deras,Malam,737,33.66,142
876,2025-06-11,Bitung,Hujan Ringan,Malam,362,19.86,170
877,2025-07-02,Belawan,Badai,Pagi,797,34.4,64
878,2025-07-29,Belawan,Hujan Ringan,Siang,687,39.71,95
879,2025-07-12,Tanjung Priok,Cerah,Malam,858,25.73,116
880,2025-07-30,Belawan,Berawan,Malam,441,17.03,67
881,2025-06-11,Makassar,Hujan Ringan,Malam,747,22.31,107
882,2025-07-08,Bitung,Badai,Malam,508,43.61,131
883,2025-06-25,Belawan,Badai,Pagi,668,24.82,73
884,2025-06-11,Belawan,Cerah,Malam,185,39.34,134
885,2025-07-09,Tanjung Priok,Badai,Siang,202,23.53,195
886,2025-07-20,Makassar,Hujan Deras,Pagi,435,44.53,118
887,2025-06-18,Bitung,Hujan Ringan,Malam,925,29.61,142
888,2025-07-23,Tanjung Priok,Hujan Deras,Malam,300,23.1,189
889,2025-07-19,Bitung,Hujan Ringan,Siang,658,25.92,144
890,2025-07-14,Makassar,Badai,Pagi,888,44.01,41
891,2025-07-27,Bitung,Berawan,Siang,372,31.07,117
892,2025-07-29,Tanjung Perak,Hujan Ringan,Malam,645,35.64,72
893,2025-07-12,Bitung,Hujan Ringan,Pagi,624,30.43,61
894,2025-06-08,Belawan,Badai,Malam,131,11.52,151
895,2025-07-02,Bitung,Berawan,Malam,612,16.21,13
896,2025-07-22,Makassar,Hujan Deras,Siang,714,21.35,63
897,2025-07-19,Tanjung Priok,Hujan Ringan,Pagi,195,14.08,48
898,2025-06-26,Tanjung Perak,Hujan Ringan,Siang,344,16.74,165
899,2025-07-23,Tanjung Priok,Berawan,Malam,858,13.17,64
900,2025-07-24,Belawan,Hujan Deras,Pagi,200,23.36,28
901,2025-06-03,Tanjung Perak,Cerah,Malam,638,48.95,131
902,2025-06-22,Bitung,Berawan,Malam,647,28.08,53
903,2025-07-20,Bitung,Cerah,Siang,841,35.05,34
904,2025-07-25,Tanjung Priok,Hujan Deras,Pagi,393,29.76,101
905,2025-07-08,Tanjung Priok,Hujan Deras,Siang,808,14.49,106
906,2025-07-29,Makassar,Badai,Siang,334,14.56,143
907,2025-07-21,Makassar,Hujan Ringan,Pagi,328,11.32,163
908,2025-06-27,Belawan,Hujan Ringan,Malam,632,44.71,110
909,2025-07-24,Tanjung Priok,Berawan,Siang,299,24.69,54
910,2025-06-30,Tanjung Priok,Hujan Deras,Malam,438,47.77,158
911,2025-07-12,Tanjung Perak,Hujan Ringan,Malam,173,42.79,89
912,2025-06-04,Makassar,Hujan Deras,Siang,156,46.46,182
913,2025-06-06,Bitung,Cerah,Pagi,620,26.32,12
914,2025-06-06,Makassar,Cerah,Pagi,561,26.64,87
915,2025-06-07,Tanjung Priok,Berawan,Pagi,680,10.53,114
916,2025-06-01,Belawan,Berawan,Siang,728,39.29,99
917,2025-07-28,Tanjung Perak,Badai,Malam,642,43.83,71
918,2025-06-04,Bitung,Hujan Deras,Malam,498,34.22,10
919,2025-06-14,Makassar,Cerah,Pagi,315,24.08,182
920,2025-07-03,Tanjung Priok,Badai,Siang,309,12.28,91
921,2025-06-29,Bitung,Hujan Ringan,Pagi,390,49.85,25
922,2025-06-04,Bitung,Berawan,Malam,210,43.43,48
923,2025-07-28,Makassar,Hujan Ringan,Siang,879,42.24,188
924,2025-07-11,Makassar,Cerah,Malam,191,21.36,166
925,2025-07-03,Bitung,Cerah,Siang,603,12.76,62
926,2025-07-14,Makassar,Berawan,Siang,596,26.16,42
927,2025-06-15,Makassar,Hujan Deras,Pagi,138,44.16,113
928,2025-06-30,Tanjung Perak,Cerah,Siang,544,28.75,115
929,2025-07-20,Tanjung Priok,Badai,Malam,539,44.64,177
930,2025-07-05,Tanjung Priok,Berawan,Pagi,538,35.47,182
931,2025-06-21,Makassar,Hujan Deras,Pagi,543,25.71,147
932,2025-06-29,Tanjung Perak,Berawan,Siang,433,17.46,44
933,2025-07-03,Tanjung Priok,Hujan Ringan,Siang,180,10.3,149
934,2025-07-28,Tanjung Priok,Hujan Deras,Malam,958,15.3,166
935,2025-06-28,Makassar,Cerah,Siang,381,26.21,139
936,2025-07-15,Tanjung Priok,Cerah,Siang,336,39.65,167
937,2025-06-15,Tanjung Priok,Hujan Ringan,Siang,613,16.35,190
938,2025-07-05,Bitung,Cerah,Malam,309,20.64,190
939,2025-06-03,Tanjung Priok,Hujan Ringan,Siang,828,17.17,110
940,2025-06-11,Belawan,Cerah,Pagi,234,41.96,182
941,2025-07-20,Tanjung Perak,Badai,Pagi,593,39.33,184
942,2025-07-18,Tanjung Perak,Berawan,Malam,867,40.54,30
943,2025-06-19,Belawan,Berawan,Siang,975,13.02,21
944,2025-07-11,Bitung,Hujan Deras,Malam,508,12.52,37
945,2025-06-28,Belawan,Hujan Deras,Pagi,359,34.8,67
946,2025-06-06,Tanjung Perak,Hujan Deras,Malam,918,34.43,63
947,2025-07-16,Tanjung Priok,Badai,Pagi,898,24.03,195
948,2025-07-02,Belawan,Hujan Deras,Malam,889,22.77,27
949,2025-06-15,Tanjung Priok,Hujan Ringan,Siang,821,22.91,60
950,2025-06-29,Bitung,Badai,Siang,711,11.17,150
951,2025-06-14,Makassar,Cerah,Malam,600,34.59,38
952,2025-06-13,Bitung,Cerah,Siang,367,46.22,131
953,2025-07-16,Tanjung Priok,Cerah,Malam,141,21.45,196
954,2025-07-04,Bitung,Badai,Siang,852,14.35,68
955,2025-06-03,Belawan,Badai,Siang,791,45.08,119
956,2025-06-07,Belawan,Hujan Ringan,Malam,502,48.71,35
957,2025-06-23,Makassar,Hujan Ringan,Siang,111,28.07,174
958,2025-07-13,Makassar,Berawan,Pagi,325,21.83,49
959,2025-07-11,Belawan,Hujan Deras,Malam,295,45.77,36
960,2025-07-12,Makassar,Berawan,Malam,107,31.59,102
961,2025-06-26,Bitung,Hujan Deras,Pagi,977,27.99,117
962,2025-06-29,Belawan,Hujan Ringan,Pagi,949,27.87,41
963,2025-07-14,Tanjung Priok,Cerah,Malam,200,38.53,19
964,2025-06-25,Bitung,Cerah,Pagi,990,22.19,98
965,2025-06-19,Belawan,Hujan Deras,Pagi,245,47.5,158
966,2025-06-12,Makassar,Badai,Pagi,800,44.23,109
967,2025-07-06,Makassar,Berawan,Malam,748,14.77,45
968,2025-06-18,Tanjung Perak,Hujan Deras,Siang,212,21.25,101
969,2025-07-05,Makassar,Berawan,Siang,476,27.72,195
970,2025-06-27,Belawan,Cerah,Pagi,338,36.27,60
971,2025-07-05,Makassar,Cerah,Malam,215,32.94,47
972,2025-06-07,Belawan,Hujan Deras,Siang,834,27.93,124
973,2025-06-27,Tanjung Priok,Cerah,Malam,132,19.6,104
974,2025-07-08,Bitung,Hujan Deras,Siang,525,40.69,77
975,2025-06-28,Makassar,Hujan Ringan,Malam,275,34.99,122
976,2025-07-27,Tanjung Priok,Hujan Deras,Siang,602,19.52,137
977,2025-07-17,Belawan,Cerah,Malam,123,39.9,21
978,2025-07-05,Tanjung Priok,Hujan Ringan,Pagi,110,32.57,76
979,2025-06-14,Belawan,Hujan Deras,Malam,401,22.74,198
980,2025-06-30,Makassar,Hujan Deras,Malam,148,21.81,107
981,2025-07-18,Belawan,Badai,Pagi,905,46.43,157
982,2025-06-05,Tanjung Perak,Badai,Siang,355,15.01,76
983,2025-07-20,Tanjung Priok,Berawan,Malam,386,11.5,12
984,2025-06-24,Makassar,Berawan,Pagi,993,14.99,17
985,2025-07-23,Belawan,Hujan Deras,Siang,961,29.71,37
986,2025-06-22,Tanjung Priok,Hujan Deras,Pagi,678,31.45,38
987,2025-06-24,Belawan,Hujan Ringan,Pagi,403,38.84,35
988,2025-06-10,Tanjung Perak,Berawan,Malam,764,38.81,128
989,2025-07-11,Tanjung Priok,Cerah,Siang,876,36.47,186
990,2025-07-16,Bitung,Cerah,Pagi,371,21.06,47
991,2025-07-30,Tanjung Perak,Hujan Ringan,Malam,377,44.87,34
992,2025-07-15,Bitung,Berawan,Malam,640,36.91,135
993,2025-06-24,Makassar,Hujan Deras,Malam,215,24.97,103
994,2025-06-17,Tanjung Priok,Cerah,Siang,835,12.79,174
995,2025-07-19,Makassar,Berawan,Siang,615,45.45,131
996,2025-06-17,Tanjung Priok,Badai,Siang,958,37.97,86
997,2025-07-04,Makassar,Berawan,Siang,875,24.62,65
998,2025-06-24,Makassar,Hujan Ringan,Malam,152,48.32,188
999,2025-06-16,Tanjung Perak,Hujan Ringan,Pagi,525,16.26,52
1000,2025-06-08,Makassar,Hujan Ringan,Siang,498,31.39,191
1001,2025-07-06,Belawan,Hujan Deras,Pagi,443,45.75,123
1002,2025-06-26,Bitung,Hujan Deras,Pagi,685,48.57,154
1003,2025-06-13,Bitung,Badai,Siang,914,16.31,33
1004,2025-07-22,Belawan,Badai,Pagi,680,13.4,177
1005,2025-06-24,Belawan,Badai,Pagi,143,25.94,87
1006,2025-06-22,Makassar,Badai,Pagi,207,40.55,41
1007,2025-06-24,Tanjung Perak,Cerah,Pagi,631,45.99,24
1008,2025-06-29,Tanjung Priok,Hujan Deras,Siang,726,31.86,171
1009,2025-06-02,Tanjung Priok,Berawan,Malam,776,31.53,195
1010,2025-07-06,Tanjung Perak,Hujan Deras,Pagi,274,47.08,181
1011,2025-06-13,Makassar,Berawan,Pagi,235,47.33,125
1012,2025-06-15,Tanjung Priok,Hujan Ringan,Malam,787,27.27,67
1013,2025-07-17,Makassar,Cerah,Pagi,905,19.32,181
1014,2025-07-01,Tanjung Priok,Hujan Deras,Malam,627,31.35,122
1015,2025-06-27,Bitung,Cerah,Siang,186,20.07,46
1016,2025-06-03,Belawan,Hujan Deras,Malam,285,37.2,175
1017,2025-07-19,Belawan,Berawan,Siang,148,46.05,78
1018,2025-06-03,Belawan,Cerah,Malam,439,43.04,67
1019,2025-06-27,Tanjung Priok,Hujan Deras,Siang,686,27.68,124
1020,2025-07-08,Bitung,Badai,Pagi,605,43.78,141
1021,2025-07-05,Bitung,Cerah,Malam,224,37.56,141
1022,2025-06-14,Tanjung Perak,Hujan Ringan,Malam,865,36.09,31
1023,2025-07-22,Belawan,Berawan,Malam,635,26.31,128
1024,2025-07-09,Makassar,Hujan Ringan,Malam,559,15.12,134
1025,2025-07-20,Tanjung Priok,Hujan Ringan,Pagi,459,45.28,196
1026,2025-06-04,Makassar,Hujan Deras,Siang,275,45.61,79
1027,2025-07-01,Tanjung Priok,Hujan Deras,Siang,252,10.16,57
1028,2025-07-04,Tanjung Perak,Hujan Deras,Pagi,635,39.11,156
1029,2025-06-17,Tanjung Priok,Badai,Pagi,429,47.71,11
1030,2025-06-13,Belawan,Badai,Siang,235,38.44,130
1031,2025-06-02,Bitung,Badai,Siang,208,16.77,97
1032,2025-07-26,Belawan,Badai,Pagi,320,35.15,191
1033,2025-06-06,Makassar,Badai,Siang,426,15.64,138
1034,2025-06-10,Belawan,Hujan Deras,Pagi,468,49.08,13
1035,2025-06-25,Makassar,Berawan,Malam,875,11.53,118
1036,2025-07-28,Makassar,Hujan Ringan,Malam,158,45.54,164
1037,2025-07-11,Bitung,Hujan Ringan,Pagi,240,20.4,31
1038,2025-07-19,Belawan,Cerah,Siang,649,39.49,132
1039,2025-07-24,Bitung,Berawan,Malam,476,32.15,12
1040,2025-06-08,Tanjung Perak,Cerah,Siang,787,17.62,137
1041,2025-06-16,Makassar,Berawan,Pagi,458,33.26,47
1042,2025-07-01,Tanjung Priok,Hujan Deras,Pagi,792,31.39,15
1043,2025-07-24,Makassar,Badai,Malam,147,38.59,78
1044,2025-06-11,Makassar,Hujan Ringan,Malam,659,23.59,11
1045,2025-07-16,Makassar,Badai,Siang,154,13.37,170
1046,2025-07-02,Bitung,Badai,Siang,369,24.73,75
1047,2025-07-19,Makassar,Hujan Deras,Siang,146,36.29,63
1048,2025-06-01,Tanjung Priok,Hujan Ringan,Malam,392,23.19,100
1049,2025-07-01,Makassar,Cerah,Siang,820,28.69,151
1050,2025-07-24,Tanjung Perak,Berawan,Siang,856,26.52,26
1051,2025-07-06,Tanjung Perak,Berawan,Siang,756,26.7,90
1052,2025-07-03,Belawan,Hujan Ringan,Pagi,111,31.36,108
1053,2025-07-03,Belawan,Cerah,Siang,574,47.47,156
1054,2025-06-14,Bitung,Cerah,Pagi,386,22.67,35
1055,2025-07-06,Belawan,Badai,Pagi,488,17.67,162
1056,2025-07-06,Bitung,Badai,Siang,168,26.46,197
1057,2025-06-16,Tanjung Perak,Badai,Malam,790,29.1,56
1058,2025-07-15,Tanjung Priok,Badai,Malam,958,12.55,71
1059,2025-07-20,Tanjung Perak,Hujan Ringan,Malam,441,23.54,118
1060,2025-06-18,Tanjung Priok,Berawan,Malam,354,42.18,29
1061,2025-07-06,Belawan,Berawan,Siang,622,36.06,78
1062,2025-06-29,Belawan,Hujan Deras,Siang,653,33.82,136
1063,2025-06-26,Tanjung Priok,Hujan Deras,Siang,497,27.44,79
1064,2025-06-03,Tanjung Priok,Hujan Ringan,Malam,579,27.01,93
1065,2025-06-21,Makassar,Badai,Pagi,893,25.17,199
1066,2025-06-11,Makassar,Badai,Siang,456,43.61,77
1067,2025-07-19,Makassar,Badai,Siang,874,16.29,75
1068,2025-07-28,Tanjung Priok,Badai,Siang,432,12.99,81
1069,2025-06-02,Tanjung Perak,Hujan Ringan,Pagi,637,13.53,188
1070,2025-06-09,Bitung,Badai,Pagi,445,42.91,180
1071,2025-06-14,Makassar,Hujan Deras,Malam,807,22.58,136
1072,2025-06-25,Bitung,Badai,Siang,587,29.06,139
1073,2025-07-01,Bitung,Badai,Pagi,174,23.18,200
1074,2025-06-19,Tanjung Perak,Cerah,Pagi,956,42.28,57
1075,2025-06-09,Makassar,Cerah,Pagi,311,32.58,172
1076,2025-06-02,Bitung,Badai,Siang,369,27.46,170
1077,2025-06-19,Tanjung Priok,Badai,Pagi,341,30.62,182
1078,2025-06-29,Makassar,Badai,Siang,418,28.9,132
1079,2025-06-03,Belawan,Cerah,Pagi,541,38.63,188
1080,2025-07-01,Bitung,Hujan Ringan,Malam,435,34.72,183
1081,2025-07-06,Bitung,Hujan Ringan,Malam,375,39.86,139
1082,2025-06-09,Tanjung Perak,Hujan Ringan,Malam,365,32.92,109
1083,2025-06-17,Bitung,Berawan,Malam,646,13.95,36
1084,2025-06-16,Tanjung Priok,Cerah,Siang,431,21.2,104
1085,2025-07-14,Belawan,Badai,Siang,885,49.41,42
1086,2025-07-23,Bitung,Hujan Deras,Siang,341,29.48,172
1087,2025-07-12,Tanjung Perak,Hujan Deras,Pagi,312,36.85,24
1088,2025-07-14,Belawan,Hujan Ringan,Malam,502,46.02,196
1089,2025-06-21,Tanjung Perak,Badai,Siang,926,47.1,83
1090,2025-06-04,Belawan,Hujan Ringan,Malam,146,14.25,181
1091,2025-06-22,Belawan,Hujan Ringan,Malam,112,45.43,14
1092,2025-06-30,Bitung,Hujan Ringan,Pagi,493,15.09,92
1093,2025-07-17,Belawan,Badai,Pagi,400,42.37,157
1094,2025-06-10,Bitung,Badai,Pagi,564,14.9,147
1095,2025-06-06,Makassar,Hujan Ringan,Siang,654,16.95,68
1096,2025-06-06,Makassar,Hujan Ringan,Malam,396,26.91,132
1097,2025-07-07,Bitung,Hujan Ringan,Siang,286,23.45,121
1098,2025-06-17,Bitung,Cerah,Siang,361,30.88,35
1099,2025-07-14,Tanjung Perak,Hujan Deras,Malam,928,32.73,71
1100,2025-07-26,Tanjung Perak,Berawan,Siang,164,43.22,199
1101,2025-06-29,Makassar,Cerah,Malam,830,48.09,74
1102,2025-06-29,Bitung,Berawan,Malam,853,14.77,42
1103,2025-06-17,Tanjung Priok,Hujan Deras,Malam,107,32.88,140
1104,2025-06-08,Makassar,Hujan Ringan,Malam,474,43.15,136
1105,2025-06-07,Tanjung Priok,Badai,Siang,610,41.17,146
1106,2025-07-10,Makassar,Cerah,Malam,571,49.95,16
1107,2025-06-01,Tanjung Perak,Cerah,Pagi,203,32.4,93
1108,2025-06-21,Tanjung Priok,Badai,Siang,705,40.45,35
1109,2025-07-23,Belawan,Berawan,Malam,114,38.51,26
1110,2025-06-24,Tanjung Perak,Hujan Deras,Siang,312,19.56,192
1111,2025-07-03,Makassar,Badai,Pagi,705,24.7,16
1112,2025-06-02,Tanjung Priok,Hujan Ringan,Malam,313,43.03,155
1113,2025-06-18,Bitung,Berawan,Pagi,741,32.98,67
1114,2025-06-10,Tanjung Priok,Hujan Deras,Malam,167,43.94,75
1115,2025-07-05,Bitung,Hujan Deras,Malam,257,20.05,105
1116,2025-07-18,Tanjung Perak,Hujan Deras,Malam,330,22.08,117
1117,2025-06-14,Belawan,Hujan Ringan,Pagi,527,23.38,74
1118,2025-06-20,Tanjung Priok,Cerah,Malam,537,49.37,22
1119,2025-07-30,Makassar,Cerah,Siang,670,15.72,107
1120,2025-06-20,Tanjung Priok,Hujan Deras,Siang,633,39.05,22
1121,2025-07-17,Tanjung Perak,Hujan Ringan,Malam,386,29.71,81
1122,2025-07-18,Belawan,Cerah,Siang,983,36.19,66
1123,2025-06-14,Belawan,Berawan,Pagi,332,49.28,173
1124,2025-07-17,Tanjung Perak,Hujan Ringan,Siang,358,41.64,113
1125,2025-06-13,Belawan,Berawan,Siang,141,36.59,28
1126,2025-07-10,Belawan,Berawan,Pagi,411,43.54,89
1127,2025-06-03,Tanjung Perak,Badai,Malam,937,46.44,113
1128,2025-07-18,Makassar,Berawan,Siang,419,14.41,34
1129,2025-06-09,Tanjung Priok,Badai,Pagi,924,36.08,74
1130,2025-07-01,Tanjung Priok,Berawan,Pagi,555,39.75,121
1131,2025-06-20,Tanjung Perak,Badai,Malam,406,34.06,82
1132,2025-07-20,Makassar,Cerah,Siang,197,25.85,175
1133,2025-07-06,Tanjung Priok,Berawan,Malam,714,32.4,139
1134,2025-07-29,Bitung,Berawan,Malam,598,48.85,40
1135,2025-07-05,Tanjung Priok,Hujan Deras,Malam,330,19.07,182
1136,2025-06-04,Belawan,Cerah,Pagi,220,43.01,81
1137,2025-06-02,Belawan,Hujan Deras,Siang,780,42.03,108
1138,2025-07-04,Bitung,Hujan Ringan,Malam,115,14.56,122
1139,2025-07-12,Tanjung Perak,Badai,Siang,938,48.38,144
1140,2025-07-20,Makassar,Hujan Deras,Siang,965,27.82,112
1141,2025-07-12,Bitung,Hujan Deras,Siang,883,12.37,114
1142,2025-06-21,Belawan,Hujan Deras,Malam,905,34.73,171
1143,2025-07-29,Bitung,Cerah,Pagi,922,40.81,44
1144,2025-07-11,Bitung,Hujan Ringan,Pagi,533,42.35,68
1145,2025-07-07,Tanjung Perak,Hujan Ringan,Malam,212,35.26,132
1146,2025-07-17,Makassar,Berawan,Siang,536,12.09,94
1147,2025-06-06,Tanjung Priok,Berawan,Malam,448,46.16,71
1148,2025-07-10,Makassar,Badai,Siang,171,22.15,160
1149,2025-07-28,Belawan,Cerah,Malam,789,17.12,95
1150,2025-07-30,Belawan,Hujan Deras,Pagi,263,37.9,154
1151,2025-06-28,Makassar,Cerah,Malam,161,12.82,69
1152,2025-06-08,Belawan,Cerah,Siang,390,45.93,34
1153,2025-07-27,Bitung,Hujan Deras,Siang,321,30.02,83
1154,2025-07-01,Makassar,Badai,Malam,740,41.03,28
1155,2025-07-30,Tanjung Priok,Cerah,Malam,553,18.99,63
1156,2025-07-17,Makassar,Hujan Deras,Siang,370,39.39,106
1157,2025-07-21,Tanjung Priok,Berawan,Malam,239,16.75,192
1158,2025-06-09,Bitung,Hujan Ringan,Pagi,174,24.38,164
1159,2025-06-08,Bitung,Badai,Pagi,841,39.26,99
1160,2025-07-22,Tanjung Priok,Hujan Deras,Malam,400,26.3,93
1161,2025-07-11,Bitung,Badai,Malam,851,38.99,171
1162,2025-06-01,Tanjung Priok,Berawan,Pagi,228,40.56,69
1163,2025-06-19,Tanjung Priok,Cerah,Pagi,846,49.11,132
1164,2025-06-25,Belawan,Berawan,Siang,674,27.77,65
1165,2025-06-18,Belawan,Hujan Ringan,Siang,826,42.64,24
1166,2025-06-04,Bitung,Hujan Ringan,Pagi,550,16.4,102
1167,2025-06-19,Bitung,Hujan Deras,Malam,957,31.72,141
1168,2025-07-19,Bitung,Cerah,Pagi,352,47.6,164
1169,2025-07-02,Bitung,Hujan Deras,Pagi,512,32.48,157
1170,2025-06-13,Makassar,Badai,Pagi,550,48.66,50
1171,2025-07-04,Tanjung Priok,Badai,Siang,197,24.39,104
1172,2025-07-09,Tanjung Priok,Hujan Ringan,Malam,228,42.37,38
1173,2025-06-29,Bitung,Berawan,Malam,180,46.44,92
1174,2025-07-11,Belawan,Hujan Ringan,Siang,529,25.89,26
1175,2025-07-13,Bitung,Berawan,Malam,688,48.68,50
1176,2025-07-06,Tanjung Perak,Cerah,Pagi,997,43.82,189
1177,2025-07-13,Tanjung Priok,Cerah,Malam,980,26.74,72
1178,2025-07-23,Makassar,Berawan,Siang,602,27.67,192
1179,2025-07-18,Bitung,Hujan Ringan,Pagi,646,32.64,34
1180,2025-07-24,Belawan,Badai,Pagi,502,48.75,71
1181,2025-07-29,Tanjung Perak,Hujan Deras,Pagi,150,43.0,178
1182,2025-06-29,Tanjung Priok,Hujan Ringan,Malam,501,26.08,75
1183,2025-07-28,Tanjung Priok,Badai,Malam,334,29.21,144
1184,2025-07-09,Bitung,Hujan Deras,Pagi,676,37.11,178
1185,2025-06-02,Makassar,Badai,Pagi,353,32.39,58
1186,2025-07-27,Tanjung Perak,Berawan,Pagi,492,17.81,156
1187,2025-07-30,Tanjung Priok,Hujan Ringan,Malam,601,34.47,42
1188,2025-07-04,Belawan,Cerah,Malam,132,40.27,32
1189,2025-07-21,Tanjung Perak,Badai,Pagi,752,19.71,44
1190,2025-06-12,Bitung,Hujan Deras,Malam,706,28.51,148
1191,2025-07-12,Bitung,Hujan Ringan,Siang,781,12.2,23
1192,2025-06-24,Bitung,Hujan Ringan,Malam,849,38.92,20
1193,2025-06-23,Makassar,Hujan Ringan,Pagi,296,37.93,82
1194,2025-06-27,Makassar,Hujan Deras,Siang,780,15.92,168
1195,2025-07-29,Tanjung Priok,Hujan Deras,Pagi,637,26.9,22
1196,2025-06-04,Belawan,Cerah,Siang,629,18.79,148
1197,2025-06-17,Bitung,Cerah,Malam,523,31.58,144
1198,2025-07-14,Makassar,Badai,Malam,407,40.84,98
1199,2025-06-20,Belawan,Berawan,Siang,338,17.19,56
1200,2025-07-03,Tanjung Priok,Cerah,Pagi,745,46.91,157
1201,2025-06-01,Tanjung Priok,Hujan Ringan,Malam,478,33.93,138
1202,2025-06-13,Makassar,Hujan Ringan,Malam,874,25.72,58
1203,2025-06-27,Bitung,Hujan Deras,Pagi,746,38.06,89
1204,2025-06-02,Makassar,Badai,Pagi,485,33.86,147
1205,2025-06-03,Bitung,Hujan Ringan,Siang,981,22.55,187
1206,2025-07-03,Bitung,Cerah,Malam,116,10.73,139
1207,2025-06-23,Belawan,Hujan Deras,Siang,603,27.23,131
1208,2025-06-12,Tanjung Priok,Berawan,Siang,824,31.2,89
1209,2025-07-22,Belawan,Hujan Deras,Pagi,978,45.11,50
1210,2025-06-07,Bitung,Cerah,Malam,910,10.43,157
1211,2025-06-15,Belawan,Badai,Malam,458,22.14,163
